PS_i	PS_j	Sim_BP	Sim_CC	Sim_MF	Sim_GO_max
PS108300	PS166200	1.39233	2.11668	0.55977	2.11668
PS121200	PS135500	1.48412	0.79416	2.11363	2.11363
PS151100	PS213600	2.11101	0.57453	1.24863	2.11101
PS241550	PS604169	2.11083	0.61809	0.28599	2.11083
PS173900	PS614429	2.1106	0.4902	0.29746	2.1106
PS237450	PS602014	1.00862	1.48609	2.10999	2.10999
PS106600	PS614429	2.10861	0.3821	0.16951	2.10861
PS119530	PS194070	2.10821	0.66429	0.25964	2.10821
PS210200	PS309801	1.62921	2.10807	0.51278	2.10807
PS178600	PS608583	2.10716	1.12209	0.16056	2.10716
PS108800	PS178600	2.10601	0.48264	0.49936	2.10601
PS109730	PS241550	2.10573	0.69518	0.26134	2.10573
PS251270	PS614039	2.10553	1.51185	1.18225	2.10553
PS185800	PS614429	2.10547	0	0.18269	2.10547
PS186500	PS614429	2.10547	0	0.18269	2.10547
PS115150	PS119530	2.10525	0.34771	0.12761	2.10525
PS194070	PS309800	2.10515	0.45681	1.18851	2.10515
PS135500	PS220400	1.76227	0.82296	2.10399	2.10399
PS166200	PS175780	1.00385	2.10286	0.23174	2.10286
PS145260	PS173900	2.10181	0.83262	0.35239	2.10181
PS275200	PS613038	1.73857	0.42959	2.10143	2.10143
PS113900	PS252350	2.10085	0.47985	0.22931	2.10085
PS256100	PS266900	1.51731	2.09863	0.35186	2.09863
PS115150	PS607086	1.67806	0.78445	2.09837	2.09837
PS115150	PS131100	2.09533	0.74867	1.51339	2.09533
PS119530	PS187300	2.09456	0.07659	0.29063	2.09456
PS203100	PS249270	0.97659	0.69442	2.094	2.094
PS113900	PS613280	1.3073	0.57616	2.09339	2.09339
PS115150	PS178600	2.09292	1.03641	1.41029	2.09292
PS160120	PS308350	1.3325	1.14894	2.09222	2.09222
PS211400	PS608583	1.9176	1.38798	2.09134	2.09134
PS115150	PS606215	2.09083	0.65324	0.54638	2.09083
PS241550	PS604772	2.09036	0.58674	0.30575	2.09036
PS601764	PS602014	1.46153	0.93842	2.08998	2.08998
PS121200	PS211530	1.22807	1.20571	2.08996	2.08996
PS115150	PS163950	2.08963	0.71915	1.17496	2.08963
PS173900	PS608583	1.477	0.91283	2.08867	2.08867
PS178600	PS213600	2.08823	0.91567	0.6352	2.08823
PS121210	PS602014	1.52471	0.98655	2.08684	2.08684
PS308350	PS615040	1.0142	0.72638	2.08646	2.08646
PS115210	PS601144	2.08589	0.43833	0.24596	2.08589
PS121200	PS237450	0.79392	1.1182	2.08574	2.08574
PS211400	PS602014	1.49307	1.27331	2.08548	2.08548
PS151100	PS614429	2.08443	0.49996	0.58873	2.08443
PS192600	PS608583	2.08396	0.46056	0.18151	2.08396
PS113900	PS145260	2.08336	0.58643	0.15191	2.08336
PS160565	PS601678	2.08232	0.9645	0.10045	2.08232
PS109730	PS613038	1.78591	0.8593	2.08185	2.08185
PS215100	PS614388	2.08157	1.71302	0.25318	2.08157
PS237450	PS613280	0.8683	0.94481	2.07879	2.07879
PS109730	PS309800	2.07868	0.72448	1.29241	2.07868
PS192500	PS600513	2.07854	1.51628	1.69511	2.07854
PS145260	PS220400	2.07853	0.68338	0.11466	2.07853
PS161800	PS192600	2.07848	1.71754	1.69239	2.07848
PS108800	PS118100	2.07834	0.47147	0.47836	2.07834
PS115150	PS173900	2.07596	1.41643	0.38287	2.07596
PS237450	PS249270	1.14442	1.17335	2.07549	2.07549
PS251200	PS251270	1.96156	2.07485	0.3194	2.07485
PS115150	PS187300	2.07426	0.49866	1.21165	2.07426
PS131100	PS268310	2.07292	1.05334	0.6927	2.07292
PS107970	PS604772	2.07015	0.74347	0.34033	2.07015
PS118100	PS609192	2.06974	0.25923	1.37117	2.06974
PS109730	PS185800	2.06834	0	0.30311	2.06834
PS109730	PS186500	2.06834	0	0.30311	2.06834
PS191100	PS609192	2.06798	0.65035	0.26897	2.06798
PS131100	PS187300	2.06778	0.07053	0.64175	2.06778
PS213600	PS614429	2.06763	0.41749	0.14388	2.06763
PS109730	PS173900	2.06741	0.67594	0.43481	2.06741
PS133780	PS187300	2.06712	1.51919	0.98496	2.06712
PS276700	PS312170	2.06666	0.51987	0.6279	2.06666
PS178600	PS604772	2.06663	0.77588	0.4681	2.06663
PS191100	PS600118	1.74532	0.76918	2.06579	2.06579
PS135500	PS237450	1.32781	0.59183	2.06537	2.06537
PS123100	PS260370	1.53164	0.73611	2.06534	2.06534
PS100300	PS122000	2.06427	0.51697	0.17309	2.06427
PS213300	PS249000	1.47944	2.06314	0.35186	2.06314
PS601678	PS613280	2.06274	0.75663	2.02583	2.06274
PS121210	PS604772	2.06157	1.17101	0.39603	2.06157
PS183600	PS187300	2.06029		0.29063	2.06029
PS308230	PS601495	2.05991	1.25877	0.28392	2.05991
PS153100	PS614429	2.05895	0.43506	0.15578	2.05895
PS248600	PS607765	2.05523	0.47485	1.60951	2.05523
PS173900	PS191100	2.05496	0.6138	0.21294	2.05496
PS157640	PS210200	0.77276	2.05294	0.92106	2.05294
PS604169	PS606215	2.05135	0.61163	0.46071	2.05135
PS120100	PS151100	2.05009	0.46205	0.6872	2.05009
PS107970	PS614429	2.04862	0.35351	0.18199	2.04862
PS145260	PS608583	2.04835	0.60848	1.44706	2.04835
PS108800	PS260370	1.56934	0.50466	2.04775	2.04775
PS192500	PS241550	2.04728	0.44026	0.23229	2.04728
PS145260	PS608567	2.04553	0.60328	0.1223	2.04553
PS107250	PS606215	1.7935	0.37669	2.04496	2.04496
PS249270	PS601678	1.34247	1.00566	2.04429	2.04429
PS109730	PS119530	2.04402	0.83709	0.26134	2.04402
PS118100	PS272430	1.51423	1.02841	2.04391	2.04391
PS108800	PS185800	2.04385	0	0.20192	2.04385
PS108800	PS186500	2.04385	0	0.20192	2.04385
PS122470	PS612199	1.66137	2.04371	0.24104	2.04371
PS309800	PS606215	2.04177	0.54819	1.30489	2.04177
PS600513	PS601764	1.94802	1.8111	2.04172	2.04172
PS183600	PS614429	2.04126		0.15578	2.04126
PS607086	PS614429	2.04116	0.52307	0.40428	2.04116
PS109730	PS260370	1.43566	0.44987	2.041	2.041
PS183600	PS609192	2.04099		0.27778	2.04099
PS208500	PS209900	1.59372	2.04047	0.33342	2.04047
PS173900	PS606215	2.03957	0.81519	0.35762	2.03957
PS119530	PS131100	2.038	0.89656	0.1738	2.038
PS203100	PS237450	0.99981	0.55079	2.03764	2.03764
PS136760	PS277300	2.0366	0.64551	0.83722	2.0366
PS601678	PS608583	1.81641	1.34902	2.0363	2.0363
PS122000	PS260370	1.53863	0.51337	2.03613	2.03613
PS182250	PS308230	2.03585	0.208	0.52658	2.03585
PS259900	PS300352	2.03583	0.78481	0.36279	2.03583
PS131100	PS151623	2.03536	0.96454	0.44171	2.03536
PS100300	PS106600	2.03529	0.25478	0.27785	2.03529
PS108300	PS601390	2.03465	0.05193	0.44553	2.03465
PS108800	PS194070	2.03458	0.64641	0.86864	2.03458
PS210200	PS300352	2.03342	0.51321	0.46644	2.03342
PS133780	PS614429	2.03253	0.15975	0.17122	2.03253
PS131100	PS151100	2.03235	0.52835	1.07558	2.03235
PS160120	PS211530	0.82626	0.72478	2.03191	2.03191
PS203100	PS601764	0.71959	0.58648	2.03187	2.03187
PS122470	PS224690	1.39538	2.03146	0.27117	2.03146
PS173900	PS601144	1.25776	0.929	2.03089	2.03089
PS121210	PS237450	1.3012	1.15608	2.0297	2.0297
PS220400	PS237450	1.63082	1.20575	2.02895	2.02895
PS609620	PS613280	1.69932	0.72852	2.02868	2.02868
PS122000	PS236100	2.02832	0.57857	1.36634	2.02832
PS602014	PS608567	1.68824	1.03394	2.02773	2.02773
PS214100	PS614388	2.02678	1.54476	0.33342	2.02678
PS276700	PS600721	2.02663	0.59967	0.80281	2.02663
PS107970	PS604169	2.02504	0.68366	0.32112	2.02504
PS308230	PS607594	2.02472	0.84092	0.30159	2.02472
PS268310	PS306400	1.3814	2.02409	0.4002	2.02409
PS194070	PS213600	2.02232	0.60046	0.25357	2.02232
PS153840	PS167200	0.50356	0.25656	2.02231	2.02231
PS119530	PS241550	2.0222	0.64223	0.30575	2.0222
PS135500	PS615040	1.49703	0.77267	2.02206	2.02206
PS600513	PS604772	2.0201	0.9835	0.41069	2.0201
PS211400	PS601144	2.01907	1.40333	2.01174	2.01907
PS252150	PS614080	2.01781	0.40431	0.85745	2.01781
PS268310	PS300345	2.01726	0.49131	0.44214	2.01726
PS249270	PS308350	0.63254	0.66293	2.01574	2.01574
PS192600	PS608567	2.01367	0.45836	0.22786	2.01367
PS165500	PS309801	0.97652	2.0133	0.4744	2.0133
PS210200	PS211530	2.01316	0.08519	0	2.01316
PS116200	PS167200	0.85545	0.3573	2.01303	2.01303
PS203100	PS602014	0.57516	0.6454	2.01281	2.01281
PS175800	PS239300	2.01243	0.37522	0.88427	2.01243
PS173900	PS601390	2.01178	0.54613	0.11161	2.01178
PS203100	PS601678	0.60775	0.63013	2.01047	2.01047
PS203100	PS211400	0.62053	0.93865	2.00807	2.00807
PS120100	PS306400	2.00761	0.46258	0.7539	2.00761
PS178600	PS609620	2.00715	0.93548	0.51641	2.00715
PS213600	PS606215	2.00606	0.70702	0.26159	2.00606
PS108800	PS123100	1.74252	0.81766	2.00573	2.00573
PS106600	PS613038	2.00511	0.26315	0.17887	2.00511
PS249270	PS602014	0.86409	0.93761	2.00511	2.00511
PS602014	PS609620	1.81281	0.97636	2.00458	2.00458
PS260370	PS275200	1.55519	0.56375	1.99956	1.99956
PS158810	PS277600	0.70227	1.99902	0.23174	1.99902
PS254090	PS277600	0.72788	1.99902	0.23174	1.99902
PS237450	PS601764	1.10349	1.17423	1.9988	1.9988
PS300345	PS609192	1.99797	0.50608	0.5604	1.99797
PS113900	PS606215	1.99745	0.76087	0.20856	1.99745
PS256520	PS312170	1.99699	0.45463	0.77741	1.99699
PS236100	PS609192	1.99683	0.59329	0.45024	1.99683
PS151660	PS614429	1.99674	0.84938	0.33822	1.99674
PS276700	PS607765	1.99658	0.45022	0.5358	1.99658
PS268310	PS613038	1.99534	0.47863	0.46859	1.99534
PS106600	PS185800	1.9936	0.5871	0.39797	1.9936
PS106600	PS186500	1.9936	0.5871	0.39797	1.9936
PS601764	PS604772	1.99266	0.99597	0	1.99266
PS192600	PS607086	1.99244	1.12987	0.54106	1.99244
PS106600	PS609192	1.99229	0.2125	0.69933	1.99229
PS108300	PS614429	1.99229	1.00277	0.1553	1.99229
PS106600	PS236100	1.9914	0.29816	0.24104	1.9914
PS601144	PS601678	1.73406	1.35911	1.9912	1.9912
PS108800	PS607086	1.99063	0.48085	0.51036	1.99063
PS151100	PS178600	1.99051	0.78176	1.57839	1.99051
PS107970	PS241550	1.99045	0.2485	0.35186	1.99045
PS173900	PS209900	1.57196	1.99029	0.2436	1.99029
PS210200	PS609161	1.98994	0.70041	0.89714	1.98994
PS185800	PS606215	1.9885	0	0.24711	1.9885
PS186500	PS606215	1.9885	0	0.24711	1.9885
PS602014	PS604233	1.49262	0.9006	1.98818	1.98818
PS194070	PS241550	1.98795	0.45314	0.25964	1.98795
PS175800	PS252150	1.98537	0.57241	1.31652	1.98537
PS131100	PS183600	1.98528		0.1738	1.98528
PS109730	PS269500	1.985	0.56981	0.43507	1.985
PS119530	PS309800	1.98453	0.70571	0.20601	1.98453
PS131100	PS191100	1.98444	0.87202	0.79021	1.98444
PS135500	PS609620	1.71671	0.83597	1.98422	1.98422
PS147920	PS154500	0.88578	1.98387	1.06489	1.98387
PS268310	PS275200	1.98367	0.37578	0.78944	1.98367
PS252150	PS609161	1.98361	0.50407	0.9655	1.98361
PS100300	PS115150	1.9836	0.57209	0.40378	1.9836
PS211400	PS237450	1.11733	1.44059	1.98313	1.98313
PS109730	PS601390	1.98244	0.13097	0.40665	1.98244
PS163950	PS268310	1.98105	0.80835	0.53681	1.98105
PS236100	PS309800	1.9806	0.35339	0.99507	1.9806
PS203100	PS608567	0.64767	0.7317	1.98041	1.98041
PS210200	PS600721	1.93782	1.97927	0.86046	1.97927
PS607086	PS609192	1.97886	0.65808	1.24566	1.97886
PS100300	PS300345	1.97868	0.49094	0.19863	1.97868
PS121200	PS308350	0.67436	0.94933	1.97787	1.97787
PS268310	PS308230	1.9775	0.87388	0.85186	1.9775
PS123100	PS275200	1.6949	0.88607	1.97685	1.97685
PS118100	PS306955	1.97624	0.17866	0.34033	1.97624
PS308230	PS609192	1.97617	1.037	0.47816	1.97617
PS100300	PS173900	1.97583	0.60625	0.20944	1.97583
PS119530	PS236100	1.97514	0.51879	0.21566	1.97514
PS220400	PS241550	1.97484	0.49869	0.15287	1.97484
PS203300	PS214450	1.97445	0.95616	0.30252	1.97445
PS107970	PS606215	1.97352	0.5668	0.24291	1.97352
PS105550	PS151100	1.27514	0.53897	1.97337	1.97337
PS210200	PS600462	0.79766	1.9732	0.46644	1.9732
PS118100	PS606215	1.97129	0.37428	0.53026	1.97129
PS151100	PS606215	1.97105	0.48669	0.93144	1.97105
PS106600	PS118100	1.97082	0.60185	1.27016	1.97082
PS100300	PS185800	1.96844	0	0.32396	1.96844
PS100300	PS186500	1.96844	0	0.32396	1.96844
PS300345	PS614429	1.96784	0.19034	0.41781	1.96784
PS107970	PS108800	1.96742	0.29604	0.20019	1.96742
PS107250	PS187300	1.96679	0.07519	0.2174	1.96679
PS136760	PS185800	1.96639	0	0.16742	1.96639
PS136760	PS186500	1.96639	0	0.16742	1.96639
PS106600	PS108800	1.96622	0.31041	0.18736	1.96622
PS241550	PS309800	1.9661	0.62589	0.20601	1.9661
PS122000	PS277300	1.96593	0.49773	0.56234	1.96593
PS237450	PS608567	1.33264	1.26627	1.96584	1.96584
PS118100	PS136760	1.96515	0.47568	0.49568	1.96515
PS600721	PS607765	1.96463	0.51951	1.66889	1.96463
PS145260	PS601144	1.96454	0.61467	1.43713	1.96454
PS210200	PS607426	1.96397	1.67625	0.85274	1.96397
PS151100	PS603387	1.18259	0.58443	1.96351	1.96351
PS308240	PS601495	1.96241	1.20101	0.20383	1.96241
PS115150	PS308240	1.96236	0.8967	1.4231	1.96236
PS178600	PS220400	1.96203	1.3051	0.17471	1.96203
PS108800	PS236100	1.96141	0.49423	1.26291	1.96141
PS187300	PS191100	1.96033	0.17878	0.27776	1.96033
PS309801	PS600721	1.96007	1.67445	0.5358	1.96007
PS220400	PS252350	1.96003	0.51952	0.15449	1.96003
PS601390	PS614429	1.95955	0.17123	0.10045	1.95955
PS185800	PS309800	1.95948	0	0.2528	1.95948
PS186500	PS309800	1.95948	0	0.2528	1.95948
PS108800	PS118450	1.9586	0.06161	0.26961	1.9586
PS119530	PS213600	1.9558	0.37257	0.16663	1.9558
PS237450	PS604233	1.26448	1.00944	1.95571	1.95571
PS116200	PS132400	0.60943	0.15096	1.95534	1.95534
PS116200	PS193900	0.66031	0.41046	1.95534	1.95534
PS122000	PS309800	1.9551	0.80018	0.91385	1.9551
PS185800	PS277300	1.95504	0	0.37491	1.95504
PS186500	PS277300	1.95504	0	0.37491	1.95504
PS308350	PS613280	0.58847	0.48666	1.95478	1.95478
PS100300	PS613038	1.95472	0.2331	0.14715	1.95472
PS275200	PS606215	1.95455	0.51099	1.81443	1.95455
PS210200	PS607765	1.95394	0.50398	0.75888	1.95394
PS218330	PS256100	1.52647	1.95295	0.30575	1.95295
PS192600	PS609620	1.95246	0.51987	0.38854	1.95246
PS241550	PS609620	1.95226	0.43347	0.19656	1.95226
PS601678	PS602014	1.47369	0.91381	1.9519	1.9519
PS236100	PS606215	1.95178	0.6228	1.39353	1.95178
PS118100	PS613038	1.95154	0.36874	0.49904	1.95154
PS187950	PS308230	1.95044	0.82328	0.3194	1.95044
PS115210	PS251270	1.15115	1.9502	1.67273	1.9502
PS115150	PS133780	1.94968	0.76988	0.78465	1.94968
PS604931	PS607765	1.16619	0.96292	1.94951	1.94951
PS277300	PS613038	1.94906	0.44632	0.7529	1.94906
PS115150	PS265450	1.70468	0.29393	1.94879	1.94879
PS106600	PS119530	1.94847	0.31055	0.33342	1.94847
PS115210	PS606215	1.94802	0.53364	0.26207	1.94802
PS123100	PS614429	1.94801	1.06877	1.85145	1.94801
PS106600	PS187300	1.94724	0.40623	0.74434	1.94724
PS122000	PS606215	1.81286	0.69068	1.94684	1.94684
PS153100	PS268310	1.9466	0.64144	0.32826	1.9466
PS107250	PS108800	1.86486	0.4712	1.94657	1.94657
PS210200	PS233400	1.94569	1.93377	1.22896	1.94569
PS135900	PS260370	1.23795	0.61712	1.94563	1.94563
PS135500	PS602014	1.20342	0.6521	1.94445	1.94445
PS213300	PS218330	1.40081	1.94389	0.30575	1.94389
PS173900	PS220400	1.24948	1.01129	1.94373	1.94373
PS214150	PS308230	1.9437	0.64189	0.73834	1.9437
PS109730	PS135900	1.34177	1.07272	1.94345	1.94345
PS153100	PS609192	1.94296	0.76421	0.27778	1.94296
PS183600	PS268310	1.94189		0.32826	1.94189
PS244400	PS249000	1.55863	1.94169	0.35186	1.94169
PS104290	PS237450	1.60892	0.85719	1.94165	1.94165
PS151100	PS308240	1.94088	0.72281	1.11595	1.94088
PS151623	PS601675	1.93982	1.42023	0.58712	1.93982
PS115200	PS192500	1.93843	1.35365	0.64722	1.93843
PS218330	PS251270	1.35175	1.93736	0.3194	1.93736
PS178600	PS241550	1.93719	0.38894	0.2446	1.93719
PS222470	PS276700	1.93702	0.72825	0.13394	1.93702
PS308230	PS610489	1.93661	0.75696	1.413	1.93661
PS108800	PS300345	1.93573	0.20578	0.45959	1.93573
PS309800	PS613038	1.93513	0.94184	1.3398	1.93513
PS173900	PS178600	1.93399	1.21101	0.2192	1.93399
PS147920	PS180849	1.38329	1.93323	1.0877	1.93323
PS208000	PS601678	1.93315	1.02322	0.4646	1.93315
PS203100	PS604233	0.6787	0.68652	1.93295	1.93295
PS236100	PS241550	1.9326	0.41451	0.21566	1.9326
PS180849	PS214150	1.93078	1.78502	0.93197	1.93078
PS115150	PS120100	1.92996	0.51866	0.79772	1.92996
PS192500	PS192600	1.92909	1.24848	0.8201	1.92909
PS100300	PS275200	1.929	0.37818	0.15847	1.929
PS127550	PS154500	1.00327	1.92897	0.7662	1.92897
PS107250	PS268310	1.92772	0.36626	0.57544	1.92772
PS192500	PS211400	1.75043	1.46191	1.92665	1.92665
PS107250	PS614429	1.92646	0.55173	1.81232	1.92646
PS241550	PS300345	1.92616	0.19453	0.23174	1.92616
PS151100	PS187950	1.92455	0.61011	0.23852	1.92455
PS153100	PS178600	1.92432	0.79941	0.2446	1.92432
PS108800	PS122000	1.92422	0.86621	1.73499	1.92422
PS183600	PS185800	1.92374		0.38875	1.92374
PS183600	PS186500	1.92374		0.38875	1.92374
PS122470	PS601675	1.92349	1.26558	0.27117	1.92349
PS109730	PS122000	1.92344	0.95626	1.84573	1.92344
PS192600	PS220400	1.92331	0.56872	0.20714	1.92331
PS101800	PS610489	1.76984	1.13531	1.92291	1.92291
PS237450	PS609620	1.52557	1.0609	1.92232	1.92232
PS214150	PS614429	1.80771	1.92224	0.60538	1.92224
PS187300	PS275200	1.92207	0.07973	0.57353	1.92207
PS122000	PS185800	1.92177	0	0.25318	1.92177
PS122000	PS186500	1.92177	0	0.25318	1.92177
PS191100	PS614429	1.92127	0.80073	0.14741	1.92127
PS193500	PS614429	1.92019	0.79456	1.28224	1.92019
PS167200	PS300000	0.78926	1.9199		1.9199
PS187300	PS607086	1.91862	0.55927	0.71953	1.91862
PS115150	PS613038	1.91825	0.29327	0.38077	1.91825
PS115200	PS614429	1.91815	0.53461	0.16942	1.91815
PS119530	PS151100	1.91782	0.60708	0.22568	1.91782
PS113900	PS614429	1.91773	0.53039	0.15477	1.91773
PS115150	PS214150	1.91663	0.70069	1.20575	1.91663
PS121200	PS173900	0.58519	1.14635	1.91656	1.91656
PS214450	PS600118	1.91584	1.00289	0.77878	1.91584
PS100300	PS277300	1.91498	0.27879	0.28482	1.91498
PS209900	PS244400	1.3885	1.91492	0.33342	1.91492
PS100300	PS191100	1.91478	0.60852	1.23085	1.91478
PS251270	PS257300	1.88084	1.91438	0.3194	1.91438
PS106600	PS109730	1.91389	0.27425	0.65362	1.91389
PS192600	PS604772	1.91322	1.31866	0.69716	1.91322
PS131100	PS214150	1.91295	1.52283	0.68496	1.91295
PS100300	PS107250	1.91284	0.393	0.15911	1.91284
PS115200	PS192600	1.91212	1.54525	1.48517	1.91212
PS115150	PS191100	1.91171	0.59305	0.46043	1.91171
PS115200	PS608583	1.9115	0.65957	0.16276	1.9115
PS120100	PS180849	1.91146	0.34511	0.46462	1.91146
PS251200	PS614039	1.91141	1.03504	0.15578	1.91141
PS192600	PS601144	1.91037	0.45014	0.20944	1.91037
PS115210	PS252350	1.91028	0.74064	0.35186	1.91028
PS113900	PS601678	1.55231	1.08718	1.90977	1.90977
PS151100	PS173900	1.90952	0.91738	0.5224	1.90952
PS306400	PS308230	1.90879	0.82368	0.42392	1.90879
PS300345	PS606215	1.90811	0.4628	0.51596	1.90811
PS133780	PS609192	1.90678	0.99795	1.12901	1.90678
PS265450	PS607086	1.41371	0.237	1.90677	1.90677
PS248600	PS300352	1.90675	0.45859	0.76186	1.90675
PS108800	PS115150	1.90632	0.36833	0.44121	1.90632
PS107250	PS609192	1.9063	0.32033	0.47057	1.9063
PS106600	PS309800	1.90615	0.29236	0.22765	1.90615
PS178600	PS608567	1.9054	0.93558	0.18815	1.9054
PS251450	PS614080	1.9054	1.4894	0.81628	1.9054
PS277300	PS614429	1.90515	0.7159	0.91989	1.90515
PS606215	PS607086	1.90485	0.4895	0.65054	1.90485
PS100300	PS118100	1.90475	0.32987	0.30252	1.90475
PS108300	PS115210	1.90418	1.53981	0.3009	1.90418
PS251450	PS613155	1.90407	1.41784	0.72558	1.90407
PS115150	PS607432	1.90396	0.50851	0.78857	1.90396
PS191100	PS213600	1.90388	0.4959	0.58222	1.90388
PS192500	PS601678	1.6067	1.32973	1.9038	1.9038
PS104290	PS178600	1.90364	0.98015	0.62238	1.90364
PS220400	PS308350	1.32452	0.79772	1.90291	1.90291
PS300345	PS309800	1.90287	0.14205	0.67802	1.90287
PS100300	PS601390	1.90256	0.42889	0.13394	1.90256
PS108800	PS115200	1.90167	0.5065	0.27322	1.90167
PS115210	PS604772	1.90131	1.57581	0.36108	1.90131
PS104290	PS107970	1.90128	0.84322	0.24807	1.90128
PS208500	PS244400	1.48222	1.90038	0.30575	1.90038
PS193900	PS300000	0.9988	1.90022		1.90022
PS604772	PS606215	1.90021	0.89129	0.43043	1.90021
PS119530	PS185800	1.89998	0	0.38875	1.89998
PS119530	PS186500	1.89998	0	0.38875	1.89998
PS109730	PS306955	1.89997	0.16431	0.26134	1.89997
PS252350	PS609620	1.89989	0.45117	0.43932	1.89989
PS133780	PS606215	1.89915	0.50492	0.22236	1.89915
PS115150	PS241550	1.8982	0.31443	0.12761	1.8982
PS108800	PS306955	1.89814	0.16112	0.17309	1.89814
PS115150	PS168600	1.89777	0.8475	0.97616	1.89777
PS173900	PS309800	1.89737	0.36909	0.46211	1.89737
PS104290	PS145260	1.89718	0.61949	0.92988	1.89718
PS119530	PS183600	1.89686		0.30575	1.89686
PS151660	PS187300	1.89644	0.1893	0.29265	1.89644
PS260370	PS614429	1.75655	0.65107	1.89606	1.89606
PS100300	PS213600	1.89602	0.63419	0.56038	1.89602
PS122470	PS127550	1.89425	1.27754	0.25042	1.89425
PS168000	PS210200	1.46498	1.89303	0.78493	1.89303
PS163950	PS609192	1.89291	0.5134	0.72516	1.89291
PS108800	PS275200	1.89282	0.62347	1.72113	1.89282
PS151100	PS607086	1.63192	0.44063	1.89256	1.89256
PS312170	PS609161	1.89198	0.39057	0.66976	1.89198
PS167200	PS251270	1.05115	1.8914	1.78326	1.8914
PS241550	PS607086	1.89138	0.48449	0.17253	1.89138
PS185800	PS600512		1.8896	0.16742	1.8896
PS185800	PS614372	0.48549	1.8896	0.26389	1.8896
PS186500	PS600512		1.8896	0.16742	1.8896
PS186500	PS614372	0.48549	1.8896	0.26389	1.8896
PS115150	PS275200	1.88863	0.37634	0.8068	1.88863
PS185800	PS241550	1.8884	0	0.38875	1.8884
PS186500	PS241550	1.8884	0	0.38875	1.8884
PS248600	PS609161	1.88831	0.39177	0.87981	1.88831
PS193500	PS609192	1.88788	0.38781	0.35309	1.88788
PS600513	PS613280	0.90031	0.90871	1.88785	1.88785
PS107250	PS193500	1.60022	0.5134	1.88707	1.88707
PS115150	PS309800	1.88699	0.30375	0.47325	1.88699
PS131100	PS194070	1.88694	0.84989	0.46796	1.88694
PS107250	PS309800	1.88673	0.38988	1.55251	1.88673
PS183600	PS606215	1.88644		0.21925	1.88644
PS109730	PS178600	1.88643	0.53158	0.5844	1.88643
PS308240	PS610799	1.88636	0.50173	0.69988	1.88636
PS145260	PS151100	1.55101	0.52709	1.88595	1.88595
PS106600	PS606215	1.88554	0.30267	0.23174	1.88554
PS604169	PS608567	1.88534	0.68507	0.20019	1.88534
PS147920	PS214150	1.09593	1.88527	1.13215	1.88527
PS187300	PS236100	1.88468	0.31357	0.25179	1.88468
PS114580	PS610799	1.88459	0.61417	0.66355	1.88459
PS108800	PS153100	1.8845	0.37781	0.17309	1.8845
PS268310	PS607432	1.88415	0.49901	0.44214	1.88415
PS121200	PS160565	1.8838	0.83911	0.21424	1.8838
PS161800	PS310300	1.32706	0.88482	1.88301	1.88301
PS224690	PS612199	1.53956	1.88241	1.11356	1.88241
PS120100	PS609192	1.88194	0.28892	0.49068	1.88194
PS115150	PS187950	1.88185	0.95561	0.14519	1.88185
PS187300	PS601390	1.88168	0.5157	0.14166	1.88168
